Property,Time,Value
Right Shoulder Down-Up,0.53333340,0.00000240
Right Shoulder Front-Back,0.00000000,-0.00000023
Right Shoulder Front-Back,0.01666667,-0.00408268
Right Shoulder Front-Back,0.03333334,-0.00932017
Right Shoulder Front-Back,0.05000000,-0.01901962
Right Shoulder Front-Back,0.06666667,-0.02785817
Right Shoulder Front-Back,0.08333334,-0.03130434
Right Shoulder Front-Back,0.10000000,-0.03027836
Right Shoulder Front-Back,0.11666670,-0.02284815
Right Shoulder Front-Back,0.13333330,-0.01304478
Right Shoulder Front-Back,0.15000000,-0.00391155
Right Shoulder Front-Back,0.16666670,0.00353203
Right Shoulder Front-Back,0.18333330,0.00627752
Right Shoulder Front-Back,0.20000000,0.00722331
Right Shoulder Front-Back,0.21666670,0.00861180
Right Shoulder Front-Back,0.23333330,0.00940583
Right Shoulder Front-Back,0.25000000,0.00983474
Right Shoulder Front-Back,0.26666670,0.00837176
Right Shoulder Front-Back,0.28333340,0.00279520
Right Shoulder Front-Back,0.30000000,-0.00459336
Right Shoulder Front-Back,0.31666670,-0.01333031
Right Shoulder Front-Back,0.33333330,-0.02010321
Right Shoulder Front-Back,0.35000000,-0.02041243
Right Shoulder Front-Back,0.36666670,-0.01734898
Right Shoulder Front-Back,0.38333340,-0.01154269
Right Shoulder Front-Back,0.40000000,-0.00585197
Right Shoulder Front-Back,0.41666670,-0.00415697
Right Shoulder Front-Back,0.43333340,-0.00402551
Right Shoulder Front-Back,0.45000000,-0.00464368
Right Shoulder Front-Back,0.46666670,-0.00505260
Right Shoulder Front-Back,0.48333330,-0.00347102
Right Shoulder Front-Back,0.50000000,-0.00156509
Right Shoulder Front-Back,0.51666670,-0.00066077
Right Shoulder Front-Back,0.53333340,-0.00000017
Right Arm Down-Up,0.00000000,0.24513330
Right Arm Down-Up,0.08333334,0.30738630
Right Arm Down-Up,0.11666670,0.27951060
Right Arm Down-Up,0.13333330,0.25767070
Right Arm Down-Up,0.18333330,0.21589180
Right Arm Down-Up,0.23333330,0.21657760
Right Arm Down-Up,0.28333340,0.27471310
Right Arm Down-Up,0.33333330,0.29707940
Right Arm Down-Up,0.40000000,0.20946290
Right Arm Down-Up,0.45000000,0.17898360
Right Arm Down-Up,0.51666670,0.22350090
Right Arm Down-Up,0.53333340,0.24513320
Right Arm Front-Back,0.00000000,-0.11944850
Right Arm Front-Back,0.06666667,-0.11577950
Right Arm Front-Back,0.10000000,-0.10104090
Right Arm Front-Back,0.13333330,-0.11468060
Right Arm Front-Back,0.18333330,-0.12236720
Right Arm Front-Back,0.26666670,-0.10055870
Right Arm Front-Back,0.30000000,-0.09487260
Right Arm Front-Back,0.33333330,-0.08186395
Right Arm Front-Back,0.36666670,-0.07928345
Right Arm Front-Back,0.38333340,-0.09088404
Right Arm Front-Back,0.43333340,-0.13564320
Right Arm Front-Back,0.46666670,-0.14113670
Right Arm Front-Back,0.50000000,-0.12736970
Right Arm Front-Back,0.53333340,-0.11944850
Right Arm Twist In-Out,0.00000000,0.34571790
Right Arm Twist In-Out,0.05000000,0.15941440
Right Arm Twist In-Out,0.06666667,0.13615670
Right Arm Twist In-Out,0.08333334,0.14808940
Right Arm Twist In-Out,0.10000000,0.18611680
Right Arm Twist In-Out,0.16666670,0.46796970
Right Arm Twist In-Out,0.20000000,0.52827750
Right Arm Twist In-Out,0.28333340,0.25175480
Right Arm Twist In-Out,0.30000000,0.19978220
Right Arm Twist In-Out,0.31666670,0.17687290
Right Arm Twist In-Out,0.33333330,0.18102310
Right Arm Twist In-Out,0.38333340,0.35422510
Right Arm Twist In-Out,0.45000000,0.59791320
Right Arm Twist In-Out,0.48333330,0.56083420
Right Arm Twist In-Out,0.53333340,0.34571840
Right Forearm Stretch,0.00000000,-0.16652710
Right Forearm Stretch,0.03333334,-0.20232350
Right Forearm Stretch,0.06666667,-0.22262740
Right Forearm Stretch,0.10000000,-0.18292580
Right Forearm Stretch,0.13333330,-0.10079300
Right Forearm Stretch,0.15000000,-0.06361589
Right Forearm Stretch,0.16666670,-0.03863282
Right Forearm Stretch,0.18333330,-0.03851142
Right Forearm Stretch,0.20000000,-0.05334480
Right Forearm Stretch,0.23333330,-0.11136610
Right Forearm Stretch,0.31666670,-0.22330600
Right Forearm Stretch,0.33333330,-0.22558920
Right Forearm Stretch,0.36666670,-0.19150680
Right Forearm Stretch,0.40000000,-0.12851400
Right Forearm Stretch,0.43333340,-0.08658090
Right Forearm Stretch,0.46666670,-0.09007786
Right Forearm Stretch,0.50000000,-0.12499550
Right Forearm Stretch,0.53333340,-0.16652840
Right Forearm Twist In-Out,0.00000000,-0.44889320
Right Forearm Twist In-Out,0.03333334,-0.50466930
Right Forearm Twist In-Out,0.06666667,-0.58629070
Right Forearm Twist In-Out,0.10000000,-0.58870190
Right Forearm Twist In-Out,0.15000000,-0.44390790
Right Forearm Twist In-Out,0.16666670,-0.40245690
Right Forearm Twist In-Out,0.20000000,-0.37978280
Right Forearm Twist In-Out,0.25000000,-0.40242060
Right Forearm Twist In-Out,0.26666670,-0.43060560
Right Forearm Twist In-Out,0.30000000,-0.52874110
Right Forearm Twist In-Out,0.33333330,-0.57970910
Right Forearm Twist In-Out,0.40000000,-0.41120510
Right Forearm Twist In-Out,0.45000000,-0.35633630
Right Forearm Twist In-Out,0.51666670,-0.42700400
Right Forearm Twist In-Out,0.53333340,-0.44889330
Right Hand Down-Up,0.00000000,0.20817730
Right Hand Down-Up,0.03333334,0.13971650
Right Hand Down-Up,0.05000000,0.12818930
Right Hand Down-Up,0.06666667,0.13025490
Right Hand Down-Up,0.10000000,0.18202790
Right Hand Down-Up,0.15000000,0.34589040
Right Hand Down-Up,0.16666670,0.38712070
Right Hand Down-Up,0.20000000,0.38322200
Right Hand Down-Up,0.25000000,0.18268870
Right Hand Down-Up,0.26666670,0.10868900
Right Hand Down-Up,0.28333340,0.05899270
Right Hand Down-Up,0.30000000,0.03271260
Right Hand Down-Up,0.31666670,0.03294462
Right Hand Down-Up,0.35000000,0.08067197
Right Hand Down-Up,0.36666670,0.12115510
Right Hand Down-Up,0.40000000,0.20914000
Right Hand Down-Up,0.45000000,0.34312030
Right Hand Down-Up,0.46666670,0.36347110
Right Hand Down-Up,0.50000000,0.32050790
Right Hand Down-Up,0.53333340,0.20817700
Right Hand In-Out,0.00000000,0.06111415
Right Hand In-Out,0.01666667,0.01480525
Right Hand In-Out,0.03333334,-0.02021969
Right Hand In-Out,0.05000000,-0.00917023
Right Hand In-Out,0.06666667,0.02268496
Right Hand In-Out,0.08333334,0.05800188
Right Hand In-Out,0.10000000,0.09051796
Right Hand In-Out,0.11666670,0.09779445
Right Hand In-Out,0.13333330,0.08445522
Right Hand In-Out,0.15000000,0.06064107
Right Hand In-Out,0.16666670,0.03215901
Right Hand In-Out,0.18333330,0.02918682
Right Hand In-Out,0.20000000,0.03430803
Right Hand In-Out,0.21666670,0.02742232
Right Hand In-Out,0.23333330,0.01263676
Right Hand In-Out,0.25000000,-0.02002410
Right Hand In-Out,0.26666670,-0.06210769
Right Hand In-Out,0.28333340,-0.10225430
Right Hand In-Out,0.30000000,-0.13558500
Right Hand In-Out,0.33333330,-0.12861300
Right Hand In-Out,0.35000000,-0.09111313
Right Hand In-Out,0.36666670,-0.04966053
Right Hand In-Out,0.38333340,-0.01731667
Right Hand In-Out,0.40000000,0.00527134
Right Hand In-Out,0.41666670,0.01881493
Right Hand In-Out,0.43333340,0.02947544
Right Hand In-Out,0.46666670,0.07271151
Right Hand In-Out,0.48333330,0.10311770
Right Hand In-Out,0.50000000,0.12069700
Right Hand In-Out,0.51666670,0.10010100
Right Hand In-Out,0.53333340,0.06111511
LeftHand.Thumb.1 Stretched,0.00000000,-1.59799600
LeftHand.Thumb.1 Stretched,0.53333340,-1.59799600
LeftHand.Thumb.Spread,0.00000000,-0.47605050
LeftHand.Thumb.Spread,0.53333340,-0.47605050
LeftHand.Thumb.2 Stretched,0.00000000,0.15739410
LeftHand.Thumb.2 Stretched,0.53333340,0.15739410
LeftHand.Thumb.3 Stretched,0.00000000,0.65271300
LeftHand.Thumb.3 Stretched,0.53333340,0.65271300
LeftHand.Index.1 Stretched,0.00000000,0.41464630
LeftHand.Index.1 Stretched,0.53333340,0.41464630
LeftHand.Index.Spread,0.00000000,-0.45843490
LeftHand.Index.Spread,0.53333340,-0.45843490
LeftHand.Index.2 Stretched,0.00000000,0.64232870
LeftHand.Index.2 Stretched,0.53333340,0.64232870
LeftHand.Index.3 Stretched,0.00000000,0.76505730
LeftHand.Index.3 Stretched,0.53333340,0.76505730
LeftHand.Middle.1 Stretched,0.00000000,0.46007240
LeftHand.Middle.1 Stretched,0.53333340,0.46007240
LeftHand.Middle.Spread,0.00000000,-0.53055960
LeftHand.Middle.Spread,0.53333340,-0.53055960
LeftHand.Middle.2 Stretched,0.00000000,0.62254970
LeftHand.Middle.2 Stretched,0.53333340,0.62254970
LeftHand.Middle.3 Stretched,0.00000000,0.71384100
LeftHand.Middle.3 Stretched,0.53333340,0.71384100
LeftHand.Ring.1 Stretched,0.00000000,0.44169010
LeftHand.Ring.1 Stretched,0.53333340,0.44169010
LeftHand.Ring.Spread,0.00000000,-0.90857490
LeftHand.Ring.Spread,0.53333340,-0.90857490
LeftHand.Ring.2 Stretched,0.00000000,0.62409030
LeftHand.Ring.2 Stretched,0.53333340,0.62409030
LeftHand.Ring.3 Stretched,0.00000000,0.71516780
LeftHand.Ring.3 Stretched,0.53333340,0.71516780
LeftHand.Little.1 Stretched,0.00000000,0.43843350
LeftHand.Little.1 Stretched,0.53333340,0.43843350
LeftHand.Little.Spread,0.00000000,-0.56558530
LeftHand.Little.Spread,0.53333340,-0.56558530
LeftHand.Little.2 Stretched,0.00000000,0.62408960
LeftHand.Little.2 Stretched,0.53333340,0.62408960
LeftHand.Little.3 Stretched,0.00000000,0.71516280
LeftHand.Little.3 Stretched,0.53333340,0.71516280
RightHand.Thumb.1 Stretched,0.00000000,-1.35596300
RightHand.Thumb.1 Stretched,0.53333340,-1.35596300
RightHand.Thumb.Spread,0.00000000,-0.04098244
RightHand.Thumb.Spread,0.53333340,-0.04098244
RightHand.Thumb.2 Stretched,0.00000000,0.31058100
RightHand.Thumb.2 Stretched,0.53333340,0.31058100
RightHand.Thumb.3 Stretched,0.00000000,0.47085750
RightHand.Thumb.3 Stretched,0.53333340,0.47085750
RightHand.Index.1 Stretched,0.00000000,0.60237580
RightHand.Index.1 Stretched,0.53333340,0.60237580
RightHand.Index.Spread,0.00000000,-0.58336030
RightHand.Index.Spread,0.53333340,-0.58336030
RightHand.Index.2 Stretched,0.00000000,0.71559080
RightHand.Index.2 Stretched,0.53333340,0.71559080
RightHand.Index.3 Stretched,0.00000000,0.71558530
RightHand.Index.3 Stretched,0.53333340,0.71558530
RightHand.Middle.1 Stretched,0.00000000,0.62674810
RightHand.Middle.1 Stretched,0.53333340,0.62674810
RightHand.Middle.Spread,0.00000000,-0.84983490
RightHand.Middle.Spread,0.53333340,-0.84983490
RightHand.Middle.2 Stretched,0.00000000,0.72364890
RightHand.Middle.2 Stretched,0.53333340,0.72364890
RightHand.Middle.3 Stretched,0.00000000,0.72365130
RightHand.Middle.3 Stretched,0.53333340,0.72365130
RightHand.Ring.1 Stretched,0.00000000,0.63950270
RightHand.Ring.1 Stretched,0.53333340,0.63950270
RightHand.Ring.Spread,0.00000000,-0.36633670
RightHand.Ring.Spread,0.53333340,-0.36633670
RightHand.Ring.2 Stretched,0.00000000,0.53893980
RightHand.Ring.2 Stretched,0.53333340,0.53893980
RightHand.Ring.3 Stretched,0.00000000,0.72089430
RightHand.Ring.3 Stretched,0.53333340,0.72089430
RightHand.Little.1 Stretched,0.00000000,0.66115340
RightHand.Little.1 Stretched,0.53333340,0.66115340
RightHand.Little.Spread,0.00000000,-0.34519940
RightHand.Little.Spread,0.53333340,-0.34519940
RightHand.Little.2 Stretched,0.00000000,0.53268130
RightHand.Little.2 Stretched,0.53333340,0.53268130
RightHand.Little.3 Stretched,0.00000000,0.24714980
RightHand.Little.3 Stretched,0.53333340,0.24714980
